PROV,2016_Factor,Pneumonia_Cases_2016,Pneumonia_Ratio_2016,HF_Cases_2016,HF_Ratio_2016,AMI_Cases_2016,AMI_Ratio_2016,HIP_Cases_2016,HIP_Ratio_2016,COPD_Cases_2016,COPD_Ratio_2016
280133,1.0000,0,0,0,0,0,0,0,0,0,0
280134,1.0000,0,0,1,0,0,0,0,0,2,0
290001,0.9998,629,1.011418299,572,0.943644006,505,0.975074058,533,0.908090112,606,0.982677411
290002,1.0000,38,0.97807769,12,0,0,0,0,0,10,0
290003,0.9918,367,1.068805559,507,1.108868372,364,1.093323619,126,1.093699676,538,1.090468646
290005,0.9951,94,1.010061429,171,1.075327826,24,0,36,1.144699962,219,1.020124087
290006,0.9920,155,1.02925949,81,1.018006391,6,0,34,1.050775922,172,1.068171071
290007,0.9981,132,0.99610157,159,0.991796192,55,1.066621959,39,1.190140475,136,1.01949516
290008,0.9966,231,1.007099188,95,0.998051327,30,1.074640646,81,0.951631816,130,1.033504747
290009,0.9960,311,1.056303558,378,0.949198668,209,0.96238458,298,1.035444961,262,1.124375325
290012,0.9960,156,1.007823098,174,1.09024453,48,1.091349322,121,0.836091896,232,1.018571151
290019,0.9990,562,0.832593862,496,1.007650703,400,0.877907814,266,1.028759704,504,0.928145239
290020,1.0000,5,0,9,0,1,0,0,0,6,0
290021,0.9913,226,1.049007162,262,1.102321768,180,1.140763901,56,0.995119474,285,1.099812303
290022,0.9866,231,1.172293878,275,1.097069156,250,1.096229151,77,1.095117869,267,1.095570424
290027,1.0000,0,0,0,0,0,0,0,0,0,0
290032,0.9858,117,1.026443368,79,1.022439133,75,0.959885772,215,1.186194654,150,0.980511992
290039,0.9911,512,1.118901279,661,1.11237108,308,1.026217365,210,0.884355685,618,1.110219844
290041,0.9963,341,0.97997493,414,1.014818695,210,1.109493532,153,0.92118366,318,0.922705237
290042,1.0000,2,0,0,0,0,0,0,0,0,0
290045,0.9983,360,1.081995489,473,0.923489122,246,0.996730333,1204,0.896059569,325,1.022889533
290046,0.9961,219,1.164414739,208,1.016496754,139,1.022883765,299,0.903062413,205,0.985656822
290047,0.9978,221,1.016146929,127,1.096539827,38,1.002827104,227,0.869529223,172,0.964467599
290049,0.9990,175,0.90675341,91,0.967326649,7,0,373,0.772696002,113,1.033925024
290051,1.0000,0,0,0,0,0,0,406,0.86409777,0,0
290053,0.9957,219,0.884555031,190,1.110903334,76,1.022085754,72,0.930212397,167,1.070056991
290054,0.9846,163,0.921843103,174,1.000063029,101,0.983344186,505,1.137781788,177,1.081087956
300001,0.9987,579,0.943184848,636,0.898394683,299,0.87145336,1229,0.845956019,493,1.062108049
300003,1.0000,360,0.828310278,573,0.846247018,1012,0.781535775,1047,0.740731426,237,0.82425753
300005,0.9961,219,0.94974385,245,0.967117737,42,0.941431408,246,1.068182136,221,0.929840985
300011,0.9859,306,0.965531607,428,1.045482062,138,1.053016366,291,1.199500718,313,0.964356719
300012,0.9968,492,0.927047176,474,1.07659005,178,0.925718311,410,1.019127519,511,1.005316039
300014,0.9918,287,0.946982021,247,0.982327096,25,0.981153239,142,1.143252536,282,1.024701821
300017,0.9910,228,1.027363111,304,1.06883854,104,1.073285746,23,0,308,1.059631458
300018,0.9984,330,0.972975592,404,0.965655135,157,0.95935018,288,1.031606213,413,0.907222908
300019,1.0000,280,0.865104996,213,0.997008617,51,0.984320234,179,0.924293627,227,0.974035949
300020,0.9987,389,0.853177563,385,0.896736033,145,0.847154611,212,1.034855417,288,0.990528582
300023,0.9984,292,1.015809879,439,0.958006996,182,1.017324732,354,0.988867276,320,1.023926951
300029,0.9975,143,0.949351155,355,0.943811337,320,1.022461757,666,0.868974522,204,1.116406199
300034,0.9975,511,1.023095735,671,1.055520626,611,0.893840868,408,0.861708449,553,0.974401773
310001,0.9957,873,1.060706418,1435,1.058779635,759,1.000540448,1570,1.029313731,737,1.009657265
310002,0.9908,239,1.127850654,730,1.074206902,318,1.050073873,107,1.035968357,398,1.127352932
310003,0.9751,317,1.177428655,485,1.315829966,129,1.070080649,22,0,432,1.189811097
310005,0.9996,366,0.92942674,347,0.889319459,181,0.922469877,286,0.88324855,346,1.0136105
310006,0.9925,373,1.061924276,752,1.083162137,86,1.01979749,51,0.931546757,315,1.014605252
310008,0.9996,625,0.939635363,862,0.948403201,295,1.0185195,414,0.950520668,645,1.000428353
310009,0.9992,370,0.994066093,805,1.012720937,274,1.014152755,316,0.984971874,565,0.993371087
310010,0.9964,410,1.072109497,588,1.00308746,159,1.078595961,812,0.771402242,313,1.076682976
310011,0.9988,421,0.974917615,532,0.947629461,80,1.016169043,151,1.014636206,528,1.022181271
310012,0.9899,1273,1.002301733,1829,1.106379569,886,0.965750435,885,1.133733354,1022,1.055945571
310014,0.9892,207,1.091482317,542,1.13414798,442,1.211082652,176,1.092264152,219,1.023224327
310015,0.9998,855,0.962208388,1574,0.969474287,1318,0.978999955,2244,0.991630372,597,1.022894859
310016,0.9846,208,1.115243424,405,1.170061087,112,1.125253744,18,0,320,1.08464129
310017,0.9912,645,1.046909919,617,1.085742837,205,1.030707957,245,0.983586417,582,1.115756542
310019,0.9785,513,0.952368786,1175,1.213050144,440,1.202481709,404,1.317843141,705,1.142177819
310021,0.9974,122,1.037059678,246,0.963389182,288,1.021231443,4,0,108,1.01680968
310022,0.9833,1388,1.116121042,1390,1.062657966,532,0.953358362,1798,1.13604128,1323,1.112421268
310024,0.9941,294,1.016975512,630,1.02692607,139,1.068983116,93,1.22854503,372,0.972995914
310025,0.9906,203,1.026716921,409,1.133017484,274,1.059710094,16,0,305,0.986525344
310027,0.9904,272,1.047562453,441,1.075935678,119,1.035476871,87,1.162902019,340,1.133479555
310028,0.9991,430,0.954408478,570,0.983574656,116,1.018706271,198,0.866334491,526,1.015495594
310029,0.9977,290,1.089545295,787,1.00736533,812,0.997443932,24,0,434,1.056591519
310031,0.9893,85,1.018715517,508,1.103526616,373,1.051334384,0,0,84,0.93202664
310032,0.9970,533,0.959662023,1025,1.063150022,163,0.912678353,199,0.964422913,681,0.980722621
310034,0.9996,406,0.788589229,593,0.968899251,228,1.021813916,607,0.917245966,489,0.976654796
310038,0.9926,773,1.110033894,1521,0.960305239,850,1.05643563,550,1.12454591,562,1.057184961
310039,0.9919,463,1.030808691,765,1.066444079,290,1.027738134,57,1.15317939,554,1.093961202
310040,0.9906,192,1.028557789,231,1.123723659,43,1.084441807,25,0.980829993,160,1.07641753
310041,0.9957,1160,0.93022773,2018,1.100121955,718,0.972957821,825,0.830326531,2470,0.983861969
310044,0.9823,259,1.054036431,300,0.90558873,66,1.001752837,308,1.346880262,269,1.074845086
310045,0.9931,450,1.081862496,861,1.040391251,446,0.976922368,478,1.107334828,401,1.044730892
310047,0.9979,280,0.944763134,578,1.057477878,97,1.027438365,478,0.875898937,483,0.987184969
310048,0.9889,555,0.97034451,956,0.969774659,408,1.10306379,350,1.298076773,697,1.00610947
310050,0.9858,547,0.934564176,928,1.105047008,214,1.254534595,338,1.114933582,629,1.053268941
310051,0.9959,883,0.897447302,1154,0.884444965,368,0.922069504,532,1.1406638,520,0.906837499
310052,0.9988,932,0.922275399,1280,0.984630577,281,0.957523303,831,0.818048815,831,1.04116565
310054,0.9909,411,0.906439037,606,1.036132383,210,1.025708877,215,1.236387482,426,1.062772593
310057,0.9909,655,0.935162001,842,1.009032892,246,1.070007934,472,1.16751728,562,1.11469283
310058,1.0000,87,0.97723723,23,0,18,0,2,0,16,0
310060,0.9968,188,0.994549326,377,0.988090571,40,1.03851213,99,1.024845111,403,1.051995284
310061,0.9946,190,1.055687045,309,1.04514084,42,1.11451083,39,1.05366421,307,1.044321191
310064,0.9935,718,1.133747524,1220,1.062350058,619,1.02830737,1897,1.004905683,786,1.051866556
310069,0.9996,205,0.965955408,265,0.908308645,50,1.036610163,178,0.908983426,228,0.997502573
310070,0.9799,398,1.120906487,494,1.120651105,140,1.093774263,515,1.204022322,326,0.905563651
310073,0.9991,614,0.910370773,1454,1.019555168,918,0.971754811,651,0.862980797,754,0.915553424
310074,0.9902,132,0.985521512,419,1.119316378,254,1.070170897,68,1.011741933,259,1.103899104
310075,0.9920,299,1.072434144,506,0.869293779,102,0.941729242,359,1.154802855,361,0.92988389
310076,0.9999,659,0.95020048,1126,1.002786808,341,0.986819841,402,0.988509495,524,0.908377329
310081,0.9889,520,1.031924177,729,1.134071183,172,1.032860856,144,1.225659669,605,1.01243043
310083,0.9925,139,1.137357378,238,1.105823714,114,1.082649135,13,0,277,1.012163837
310084,0.9948,348,1.019658757,501,1.017409005,136,0.982526597,16,0,449,1.107427501
310086,0.9785,1037,1.127771118,1462,1.159193675,263,1.033178047,501,1.393740888,1107,1.115289179
310091,0.9901,173,1.092100617,223,1.064928032,41,0.959561808,10,0,283,1.098432729
310092,0.9946,216,1.059166741,205,1.158952445,25,1.000974107,17,0,223,1.156283636
310096,0.9854,128,1.036294756,441,1.216227136,164,1.085224055,75,1.321612788,256,1.041107642
310108,0.9849,851,1.079462541,1059,1.117179901,338,1.095634979,373,0.901726419,661,1.245285461
310110,0.9943,472,1.00763365,608,1.123685272,142,0.986104322,400,1.028703128,654,0.950711342
310111,0.9979,820,0.966472099,694,0.984817608,107,1.041661796,299,1.06697298,684,0.962139744
310112,0.9910,444,1.028205811,509,1.039912758,188,0.938340062,101,1.3394111,530,1.045129622
310113,0.9988,427,0.851096143,560,0.894286398,120,1.013491835,175,1.034721166,471,0.878210154
310115,0.9964,149,0.988062624,371,0.952215253,113,1.043580028,176,1.06258636,205,1.012684861
310118,0.9927,137,1.016612505,95,1.163484153,21,0,10,0,107,1.049966258
310119,0.9976,79,1.014717184,116,1.132739438,57,1.014656508,30,1.057832181,64,1.045347303
310120,0.9929,19,0,38,1.051208067,8,0,0,0,43,1.042867577
310130,0.9994,57,1.020557409,72,0.93847677,12,0,20,0,49,0.930504958
320001,1.0000,134,0.997130714,171,0.990281317,131,0.929647941,136,0.881895614,93,0.945320137
320002,0.9992,309,0.935046042,251,0.896975237,209,0.939836204,312,1.017759183,226,0.849195271
320003,0.9969,142,0.90638797,114,1.017798827,5,0,6,0,97,1.058362908
320004,1.0000,130,0.993244031,115,0.928033413,16,0,186,0.909405729,153,0.960482558
320005,0.9993,462,0.907478321,389,1.031489294,227,0.926792757,345,0.97783735,344,0.948495854
320006,0.9944,239,1.034293057,222,1.079706228,116,0.985143549,142,0.894678262,191,1.057395475
320009,0.9968,190,0.905213958,461,0.854886796,579,0.897147671,159,1.197642302,149,0.873357165
320011,0.9884,109,0.968265971,37,0.994277862,8,0,70,1.202869485,70,0.989144447
320013,0.9970,163,0.93604491,82,0.957192735,8,0,48,1.063280981,51,1.038629914
320014,1.0000,0,0,0,0,0,0,0,0,0,0
320016,0.9999,156,1.002517072,108,0.903438497,15,0,210,0.860785353,76,0.97541887
320017,0.9965,82,0.979448695,34,0.981739178,4,0,89,1.043500024,34,0.949137638
320018,1.0000,346,0.973053917,243,0.968391585,184,0.896358207,162,0.876465035,243,0.980254323
320021,1.0000,642,0.885543311,544,0.883870621,440,0.984297961,1317,0.851032281,421,0.842405252
320022,0.9958,192,0.935337765,137,0.992250129,36,1.020920684,121,1.078698978,162,0.988845658
320030,0.9975,92,1.04189809,36,0.990143239,9,0,66,0.955173867,90,0.982019692
320033,0.9996,74,1.008323864,55,0.941269524,6,0,73,0.989590368,38,0.95314716
320037,1.0000,0,0,0,0,0,0,0,0,0,0
320038,1.0000,218,0.980215386,104,0.897068361,8,0,15,0,51,0.958739522
320057,1.0000,5,0,0,0,0,0,0,0,0,0
320058,1.0000,12,0,2,0,0,0,0,0,3,0
320059,1.0000,189,0.868258131,63,0.951474196,6,0,0,0,8,0
320060,1.0000,32,0.991498592,10,0,0,0,0,0,8,0
320061,0.9948,232,1.056347322,63,1.027667019,5,0,0,0,41,1.029845827
320062,1.0000,66,0.946546829,12,0,0,0,0,0,15,0
320063,0.9990,187,0.919308896,157,0.989499265,17,0,34,1.017435079,156,1.023243695
320065,0.9944,87,1.057551468,91,1.015489172,11,0,18,0,204,1.041622398
320067,1.0000,35,0.960642074,9,0,1,0,0,0,24,0
320070,1.0000,22,0,7,0,1,0,0,0,4,0
320074,0.9994,61,0.982113237,56,0.958536294,6,0,120,0.951291136,48,1.025599959
320083,1.0000,2,0,11,0,10,0,6,0,1,0
320084,0.9972,97,0.960785983,76,0.921777268,10,0,0,0,75,1.034526861
320085,0.9872,342,1.072508978,293,1.034985964,296,0.910743354,256,1.305056292,246,0.938709972
320086,1.0000,96,0.984819924,113,0.97647973,34,0.998961484,187,0.947187656,72,0.999373531
320087,1.0000,0,0,0,0,0,0,3,0,0,0
320089,1.0000,36,0.98332927,19,0,1,0,77,0.983663651,13,0
330002,0.9961,37,1.063953242,26,1.034851481,4,0,1,0,31,0.986546753
330003,0.9991,194,0.990534692,184,1.028119412,33,0.993403134,36,0.91862256,119,0.980066755
330004,0.9793,528,1.15527755,547,1.169694458,155,1.118466143,0,0,454,1.194453296
330005,0.9994,624,0.996909992,1097,0.959121419,744,1.02036161,875,0.916732918,662,0.947822041
330006,0.9948,109,1.014900482,205,1.037777693,26,0.974847031,30,1.083365204,174,1.102745367
330008,0.9942,102,1.083348229,53,0.993381837,6,0,8,0,115,1.01255314
330009,0.9945,120,1.161257343,160,1.140278773,33,1.067302608,9,0,146,1.036127272
330011,0.9811,529,1.074740437,516,1.04161333,178,1.137847392,464,1.144793564,401,1.14973888
330013,0.9964,195,1.112656745,387,1.10927159,399,1.068026664,367,0.902059766,257,1.036355911
330014,0.9887,205,1.110321326,385,1.193179313,144,1.093862294,11,0,242,1.07213971
330019,0.9891,238,1.059852242,571,1.150544952,65,1.013753414,7,0,496,1.104836222
330023,0.9888,793,1.103680294,1017,1.069108342,548,0.968891999,211,1.240645416,792,1.099941269
330024,0.9944,832,0.97058325,1355,1.114545793,626,1.065299366,660,1.085783844,697,1.086238378
330027,0.9940,68,1.127670212,226,1.209974996,36,1.01233552,7,0,120,1.055289294
330028,0.9940,213,1.021403932,170,1.075761801,53,1.114297689,67,1.048367311,255,1.115470371
330029,1.0000,0,0,0,0,0,0,0,0,0,0
330030,0.9914,131,1.109921793,145,1.123523964,26,1.013016062,51,1.011719818,138,1.018763398
330033,0.9873,194,0.878836377,137,1.097769242,42,0.955292147,82,1.101963295,126,1.011212875
330037,0.9936,64,1.103545648,62,0.953932333,13,0,10,0,59,0.970728556
330043,0.9938,382,1.092326983,671,0.994981982,266,0.965583747,370,1.078998154,429,1.104135196
330044,0.9962,494,0.974203282,571,1.05907277,184,1.066159196,152,0.885070487,499,1.044575534
330045,0.9860,838,1.047270278,1035,1.011252954,302,0.935798305,535,1.264827265,581,1.104011072
330046,0.9888,526,1.101205316,584,1.176516641,341,1.175641168,258,0.861430627,500,1.107173111
330047,0.9964,263,1.091680362,317,0.974133997,69,0.999320354,123,0.800822141,252,0.960923714
330049,0.9998,140,0.992959175,138,0.973717136,22,0,497,0.899381872,113,1.010425145
330053,0.9993,106,1.005080578,98,0.998934409,27,1.00412489,5,0,86,1.006101155
330055,0.9940,814,1.042626524,1053,1.156119073,323,1.002019772,390,0.873446384,659,0.9471178
330056,0.9941,209,1.12600168,262,1.057264481,66,1.079446401,31,1.053560194,181,1.05482269
330057,0.9990,428,1.003258558,828,0.963081482,477,0.906857339,1016,0.829559085,552,1.057407868
330058,0.9954,92,1.065355149,146,1.081093433,23,0,163,0.939740127,189,1.028873357
330059,0.9900,866,1.097900458,1746,1.168411973,592,1.103597591,309,1.020326669,908,1.067831558
330061,0.9864,349,1.052255741,576,1.111552621,74,1.006739161,112,1.069227403,539,1.148398992
330064,0.9885,169,1.108777635,107,1.077564566,26,1.019192615,31,1.250758444,137,1.048904847
330065,0.9974,103,0.999117576,120,1.050241965,23,0,14,0,88,1.053567965
330067,0.9981,167,1.077443668,125,0.95058671,22,0,246,0.998936227,162,1.019286644
330073,0.9911,110,0.971544368,175,1.090854087,24,0,82,1.02961238,152,1.08790563
330074,0.9901,174,1.036179545,138,1.04111273,29,1.012789726,137,1.067582422,129,1.092220682
330078,0.9997,203,0.991450202,426,0.977725718,84,1.009803683,285,0.872297868,257,1.011473766
330079,0.9959,116,0.982043786,131,1.13445637,19,0,169,0.825980649,43,0.984238991
330080,0.9943,104,1.006247813,126,1.07838171,40,1.087491329,12,0,192,1.097760256
330084,0.9931,89,0.992797635,182,1.112149529,71,1.008456763,34,1.009533121,157,1.002264968
330085,0.9901,281,0.979371701,257,1.108266994,58,1.015993047,76,0.946704137,256,1.076219975
330086,0.9941,82,1.082003434,98,1.078595608,26,0.996413398,0,0,89,1.031504959
330088,0.9997,149,0.97996165,116,0.973465097,21,0,8,0,58,1.011948072
330090,0.9873,506,1.146436036,398,0.969379352,325,1.101647544,409,1.043875048,507,1.07136589
330094,0.9895,291,1.123339915,304,1.069393753,69,0.994532105,108,0.959603412,264,1.133513382
330096,1.0000,89,0.990828179,90,0.984005613,24,0,0,0,95,0.988150346
330100,1.0000,0,0,0,0,0,0,0,0,0,0
330101,0.9971,1560,1.084176283,2515,1.056348613,1477,1.023138654,530,0.971916929,920,1.007462719
330102,0.9989,121,0.917724821,206,0.918175021,69,1.131576263,396,0.913963978,185,0.998517416
330103,0.9957,233,1.034123492,218,1.049368732,87,0.929229538,91,0.985623146,282,1.037704251
330104,0.9900,465,1.147943427,521,1.079324155,93,1.06694926,72,1.024111822,612,1.098737046
330106,0.9961,965,1.046103691,1585,1.005015568,760,1.126298393,676,0.863952228,769,1.029878437
330107,0.9994,305,1.023206101,347,0.934294931,78,0.991021799,706,0.930168054,276,0.991889559
330108,0.9895,338,1.083047466,78,0.984787261,41,1.053869793,89,1.026626987,162,0.97950712
330111,0.9921,86,1.063246833,41,0.996263331,12,0,0,0,42,0.9500098
330115,1.0000,121,0.93463456,112,0.966425512,9,0,28,0.978714289,191,0.93611224
330119,0.9952,563,1.184681085,611,1.061939569,330,0.951575136,822,0.95395252,337,0.967759535
330125,0.9927,214,0.961558026,799,1.155214027,447,1.001726282,196,1.083364895,290,1.049884275
330126,0.9804,739,1.222197078,919,1.145397736,415,1.093781051,603,1.002504996,801,1.193684162
330127,0.9956,59,1.034180221,164,1.136194803,35,1.035000975,9,0,110,1.104587394
330128,0.9954,216,1.045421134,164,0.998603719,120,1.076499361,13,0,153,1.085403655
330132,0.9955,68,0.943062583,70,0.970604952,9,0,56,1.049069379,51,1.009606408
330135,0.9951,125,0.988062713,192,1.028602398,38,1.015293218,18,0,203,1.089327677
330136,0.9929,272,0.993537987,396,0.958438723,242,1.034999286,360,1.140511539,217,0.912540602
330140,0.9944,1347,1.078326659,1340,1.033765284,1017,0.909555992,1519,1.041687014,856,0.956048053
330141,0.9849,673,1.117504914,692,1.185156249,209,1.017440049,61,1.206828113,760,1.150198349
330144,0.9931,75,1.060418859,55,1.034649619,12,0,3,0,65,0.953386371
330151,1.0000,94,0.972169652,63,0.981192291,32,0.964316027,17,0,96,0.93633479
330153,1.0000,490,0.994461419,729,0.930746031,497,0.84298912,161,0.867948037,444,0.94994367
330157,0.9989,277,0.938105643,384,0.9674788,43,0.953069574,262,0.785646861,292,1.037369548
330158,0.9902,339,1.129378524,518,1.060616892,525,1.099736072,108,0.936899023,434,1.068961581
330159,1.0000,1,0,1,0,0,0,1,0,0,0
330160,0.9954,401,0.996785125,665,0.938591693,387,1.017357942,152,0.991088319,801,1.186089633
330162,0.9941,328,1.125020998,377,1.053816208,55,1.116216602,284,0.84915662,209,0.996117001
330163,0.9855,213,1.112790073,278,1.119371586,103,1.110473128,17,0,482,1.028856627
330164,0.9993,303,1.016414395,375,1.004197914,43,0.939467058,422,0.980998306,184,1.021819554
330166,1.0000,20,0,5,0,0,0,0,0,8,0
330167,0.9977,772,1.01944592,1138,0.945481731,533,1.066714564,438,0.990938724,531,0.968400029
330169,0.9806,1215,1.21511461,1125,1.280259183,545,1.152063494,491,1.038414927,912,1.23384587
330175,0.9861,380,1.055780953,298,1.117721001,19,0,19,0,294,1.087459102
330177,1.0000,0,0,0,0,0,0,0,0,0,0
330180,0.9952,190,1.056730659,223,0.92944909,114,0.883465498,89,1.036498302,202,1.091337444
330181,0.9849,318,1.107611377,399,1.105885553,86,1.094932404,729,1.04885547,230,1.050796956
330182,0.9987,560,0.78164501,1801,0.972869128,1095,1.01982371,481,0.804438375,466,0.994932693
330184,0.9770,260,1.096837816,408,1.049270114,78,0.985244755,260,1.394137394,215,1.020474703
330185,0.9919,597,0.892797327,738,1.082304848,159,0.974497836,125,1.037698249,700,1.083392472
330188,0.9958,129,0.962142139,227,1.076214495,51,0.895202898,133,1.023673364,141,0.946768589
330191,1.0000,444,0.930996967,526,0.950959919,202,0.920956856,278,0.928557884,599,0.859929823
330193,0.9932,263,1.102442019,245,1.145267548,70,1.05712241,54,0.937771244,243,1.031176236
330194,0.9936,610,1.039463941,1610,1.137457535,903,0.973534915,118,0.834982286,644,0.958647439
330195,0.9900,329,1.075395823,1031,1.10094759,323,1.125913957,305,1.210850705,349,1.052498099
330196,0.9860,228,1.143049146,481,1.248636713,66,1.127069455,2,0,243,1.055993363
330197,0.9918,194,0.987294217,242,1.164206513,22,0,114,1.020776218,210,0.948478195
330198,0.9921,646,0.980784639,914,1.166847889,298,1.030966399,365,0.96897008,848,1.039792907
330199,0.9974,43,1.057006886,45,1.07296506,20,0,4,0,77,1.009846372
330201,0.9907,244,1.135269418,253,1.169067635,52,1.011172121,19,0,214,1.049134973
330202,0.9947,80,1.061135201,142,1.170908121,14,0,5,0,106,1.116850137
330203,0.9955,491,1.005617955,634,1.149194251,167,0.943382841,501,0.973633977,370,1.005248403
330204,0.9955,88,1.021547774,113,1.008310635,121,1.160384689,6,0,87,0.99633008
330205,0.9916,154,1.019195801,136,1.050000118,33,1.032986295,96,1.119521316,135,0.9706755
330208,0.9797,322,1.134953676,661,1.289716902,82,1.039688602,113,0.815478914,541,1.180158305
330211,0.9999,169,0.947168912,72,1.007099982,51,0.951860153,53,0.915675081,126,0.929321381
330213,1.0000,0,0,0,0,0,0,0,0,0,0
330214,0.9991,486,0.950686098,879,0.991799973,280,0.907049854,1580,1.015328083,220,0.953760703
330215,0.9897,202,1.075701891,295,1.027526287,37,0.99329789,35,1.100038531,304,1.077300167
330218,0.9807,284,1.058826802,224,1.168951783,106,1.101836856,31,1.074879015,282,1.103129754
330219,0.9987,98,1.105197287,180,0.990651627,66,1.030078305,148,0.964762514,115,1.005872703
330221,0.9841,175,1.207660104,271,1.116503348,68,1.12284971,5,0,364,1.23496287
330222,0.9999,372,0.89552542,304,0.988102498,69,0.90144751,337,0.901895532,287,1.004250451
330223,0.9926,214,0.878942159,168,1.063633609,32,0.946013087,28,0.927617837,242,1.051768232
330224,0.9998,39,1.013780027,4,0,1,0,314,0.880248066,22,0
330225,0.9962,84,0.935819153,94,1.064423202,10,0,4,0,131,1.015585027
330226,0.9975,190,1.062651614,285,1.024178205,75,1.060144416,375,0.963693132,178,0.990669717
330229,0.9949,110,1.027195739,111,1.071505961,9,0,126,0.942696655,68,1.021859365
330231,0.9933,96,1.159769919,86,1.130905716,22,0,0,0,58,1.107606196
330232,0.9966,122,1.109429585,198,0.938609863,43,1.049554509,50,0.99199017,295,1.011406975
330233,0.9907,100,1.066221171,241,1.160320839,74,0.954868499,5,0,248,1.159902937
330234,0.9972,92,0.975902299,287,1.077430256,450,1.015225666,70,0.943184419,71,1.052470094
330235,0.9895,373,1.083001741,440,0.928470713,152,0.995762306,80,1.047318492,316,1.127208731
330236,0.9834,626,1.226449261,1033,1.141406476,321,1.115250485,228,1.166175464,574,1.125675849
330238,0.9992,117,0.916317204,89,0.980373191,6,0,75,0.955268307,69,1.025136211
330239,0.9966,200,1.083144906,386,0.936508965,80,1.01433245,118,0.971771978,203,1.028489278
330240,0.9981,47,1.037567786,68,1.084236943,15,0,0,0,52,0.994057436
330241,0.9939,372,1.171155727,574,1.120683559,251,0.917905437,218,1.059181115,376,1.11422284
330245,0.9963,474,1.037017242,682,1.019340749,250,1.021493633,570,0.894402915,418,1.045330928
330246,0.9754,191,0.947502169,136,1.04484887,46,1.033619308,516,1.223046626,247,1.000274446
330249,1.0000,0,0,0,0,0,0,0,0,0,0
330250,0.9946,523,0.941294112,526,0.929939519,445,1.110393515,278,0.885353696,494,0.943729271
330259,0.9915,285,1.088382753,242,1.062858173,139,1.060605174,132,1.042968247,430,1.110727535
330261,0.9984,259,0.987858389,295,1.019556425,52,1.032113314,394,0.772097311,194,1.04459694
330263,0.9938,79,0.928233362,83,0.979709771,7,0,0,0,83,1.089787638
330264,0.9944,508,1.078580994,594,1.068932798,293,0.957627628,240,0.893926575,435,0.992805717
330265,0.9983,130,1.007815401,87,0.980709591,15,0,20,0,75,1.051051271
330267,0.9860,427,1.151343167,563,1.034853437,141,1.132553818,138,1.087977959,313,1.113812116
330268,0.9984,102,0.98572108,83,0.960117522,6,0,0,0,82,1.021183873
330270,1.0000,0,0,1,0,0,0,7248,0.713816804,0,0
330273,0.9943,285,0.940051022,379,1.045331467,55,1.07382938,428,0.870902127,335,1.123998295
330276,0.9821,191,1.140637221,130,1.048220095,34,1.004460332,75,1.170612445,207,1.030195083
330277,0.9869,194,0.972982459,316,1.247963308,47,1.020343758,121,0.837336091,212,0.974140498
330279,1.0000,174,0.8679571,414,0.921095527,356,0.979868348,94,0.871667826,262,0.963369943
330285,0.9994,172,0.973790269,461,0.998742023,276,1.029020038,13,0,213,1.014579015
330286,0.9894,734,1.076390613,751,1.087214848,292,1.034286836,121,1.39844054,789,1.070972228
330304,0.9882,787,1.124680594,586,1.121932936,225,1.068369537,224,0.975994537,499,1.093756778
330306,0.9924,285,1.018891112,411,1.208216592,208,1.003239959,244,0.852113096,432,1.130422638
330307,1.0000,208,0.976957041,160,0.944572979,139,0.922461043,200,0.988984093,165,0.958865583
330316,0.9935,128,1.100005663,159,1.045924698,23,0,16,0,167,1.038302406
330331,0.9942,426,0.98922978,540,0.958094475,132,1.100899114,239,1.08479534,364,1.127715916
330332,0.9979,363,1.047218997,490,0.898328596,74,0.996029822,116,1.031015917,396,0.987466996
330340,0.9958,284,0.981963913,289,1.05225689,30,1.01551262,40,1.248885725,168,0.990963231
330350,0.9825,224,1.15188079,600,1.267220128,239,1.118026972,59,0.954626507,280,1.171513898
330353,0.9784,572,1.279177682,315,1.203711094,73,1.079641225,72,1.04154638,451,1.184391095
330372,0.9943,263,1.139177908,275,0.990580191,59,0.97776119,148,1.0116726,231,1.081057177
330385,0.9980,28,1.037325609,27,1.050184706,11,0,0,0,45,1.04168644
330386,0.9900,273,1.057249126,281,1.074153221,80,1.1163187,28,1.040261398,213,1.040888498
330393,0.9837,574,1.140318261,953,1.138419609,1023,1.14142608,371,1.217082128,335,1.007899449
330394,0.9958,596,0.988037882,706,1.037161366,552,1.069896917,520,0.744537648,399,1.041930184
330395,0.9911,145,1.053874889,255,1.135006552,50,1.010986863,16,0,285,1.178584579
330396,0.9919,70,0.989946801,89,1.107188893,25,1.040655748,4,0,114,1.138620788
330397,0.9949,33,1.059233147,87,1.138266463,27,1.046291916,1,0,83,1.052066845
330399,0.9981,83,1.004584479,92,1.082243803,38,1.059001527,8,0,114,0.967635081
330401,0.9782,519,1.142776845,612,1.19007971,245,1.044772567,157,1.463105651,554,1.101753378
330403,1.0000,9,0,0,0,0,0,0,0,0,0
330404,1.0000,0,0,0,0,0,0,0,0,0,0
330405,1.0000,0,0,0,0,0,0,0,0,0,0
330406,1.0000,0,0,0,0,0,0,0,0,0,0
330409,1.0000,0,0,0,0,0,0,0,0,0,0
340001,0.9986,853,0.940685821,1041,1.017571228,514,1.020767064,805,1.006961491,860,0.980254819
