"Readmission_Rate","COPD_L","COPD_H","AMI_L","AMI_H","PNE_L","PNE_H","HF_L","HF_H","HIP_L","HIP_H"
0.174,0.990839716791202,1.00659980865961,0.950120509824423,0.97170156423297,0.969414120722168,0.986163626740813,1.01061735153695,1.02704629795726,0.766455290043329,1.04276480838629
0.175,0.989915352689995,1.00566392499719,0.949753033515315,0.971463828953907,0.968368311533585,0.984944508174845,1.00950213073613,1.02582913076156,0.763246364689876,1.04604091209596
0.176,0.989016063440274,1.00476523127112,0.949357361014844,0.971214591222296,0.967373634215657,0.983774361212536,1.00841108808112,1.02464357934353,0.759989502018533,1.04937689528509
0.177,0.988140420177188,1.00389745182052,0.948938002776275,0.970923699772243,0.966405126305129,0.982671512464528,1.0073439663667,1.02348995664161,0.75668450453613,1.05277311940677
0.178,0.987287516267441,1.00305378875296,0.948500931292494,0.970559541298225,0.965444213816911,0.9816479000633,1.00629692007357,1.02236013195235,0.753331165380302,1.05622995528324
0.179,0.986456843619871,1.00222704563384,0.948072682423268,0.970119756655735,0.964481080378006,0.980706704529234,1.00525820381211,1.02122781678615,0.749929268440879,1.05974778298458
0.18,0.98564815170809,1.00140976846384,0.947718517843939,0.969687443208697,0.96351569045919,0.979841325538945,1.00422581076342,1.02009222875887,0.746478588489006,1.06332699169953
0.181,0.984901528262611,1.00061235761922,0.947425026822852,0.969276969645406,0.962557119010527,0.979036052289757,1.00319821784579,1.01895490513327,0.742978891312515,1.06696797960015
0.182,0.984243771541732,0.999851383769303,0.947172390508843,0.968895679460759,0.96162137259816,0.978268242362911,1.0021736929256,1.01781759222399,0.739429933856303,1.07067115370145
0.183,0.98365355956287,0.999129785602178,0.946941778405046,0.968549927795356,0.960728271848125,0.977511439279761,1.00115040634879,1.01668213386609,0.735831464366582,1.0744369297171
0.184,0.983109214160672,0.998450857988703,0.946716390581712,0.968244039222681,0.959897935158973,0.976738888789145,1.00012653663519,1.01555036572077,0.732183222538067,1.07826573191228
0.185,0.982590215031131,0.997816737938386,0.946482378570235,0.967979386855072,0.959162341650154,0.975973261198319,0.999100370588276,1.01442401516558,0.728484939663266,1.08215799295438
0.186,0.982078577450924,0.997227026880053,0.946229540758897,0.967753696947983,0.958522549254425,0.975256936216689,0.998070396745646,1.01330460784395,0.724736338783147,1.08611415376234
0.187,0.981559984852091,0.99667765808717,0.945951684586381,0.967560686706464,0.957950482450363,0.974594535836249,0.997035389905087,1.01219338313911,0.720937134838594,1.09013466335515
0.188,0.981024509386242,0.996160176113629,0.945646589762188,0.967390101064747,0.957419816180533,0.973988931585008,0.995994483608998,1.01109122168967,0.717087034822104,1.09421997870021
0.189,0.980466782865689,0.995661565852621,0.945315578195767,0.967228142757118,0.956907680655326,0.973439539723144,0.994947227139938,1.00999858839412,0.713185737929284,1.09837056456182
0.19,0.979885587414333,0.995164661885751,0.944962764976904,0.967058221337524,0.956396000976016,0.972940981619957,0.993893623884929,1.00891549404644,0.709232935709776,1.10258689335023
0.191,0.979282961259369,0.994649042691324,0.944594100062465,0.966861911492835,0.955872246457127,0.972482334431495,0.992834148857153,1.00784147781448,0.705228312217283,1.10686944497162
0.192,0.978662988335063,0.99409224104058,0.944216300180454,0.966620021138778,0.955329420465273,0.972047141261714,0.991769744566473,1.00677561136939,0.70117154415842,1.11121870667928
0.193,0.978033077284618,0.993473048354807,0.943835723167838,0.966313717082122,0.954765277896543,0.971614193685098,0.990701796028463,1.00571652387662,NA,NA
0.194,0.977458700302257,0.992826762873466,0.943466057162723,0.965953532278248,0.954180918257964,0.971158938665191,0.989632087163956,1.00466244559637,NA,NA
0.195,0.976946438457994,0.99218332928544,0.943116940619262,0.965575805939156,0.953578968746063,0.970655295476039,0.988562741869746,1.00361126681285,NA,NA
0.196,0.976468372804543,0.991555507855931,0.942781910787298,0.965187991358116,0.952964916327975,0.970084000718444,0.987496153445144,1.00256060840779,NA,NA
0.197,0.97599789553503,0.990954747709725,0.94245448486889,0.964797272027417,0.952386465063273,0.969519874529232,0.986434905786746,1.00150790066561,NA,NA
0.198,0.975512572201925,0.990388324612266,0.942128551268121,0.964410460237328,0.951851851015454,0.968990262226315,0.985382332302663,1.00044887684763,NA,NA
0.199,0.974996516512924,0.989856966173772,0.941798666921025,0.964033699746167,0.951352220711783,0.968493462125003,0.98434668386306,0.999365557311295,NA,NA
0.2,0.974441819559804,0.98935342262038,0.941460335947775,0.963672187128111,0.950879025216183,0.96802746800395,0.983326112741765,0.998260698022163,NA,NA
0.201,0.973848653604945,0.988862363007623,0.941110253063049,0.963329928362834,0.950424153292781,0.967589835941603,0.982315237580585,0.997144079238993,NA,NA
0.202,0.973224023052213,0.988361624249549,0.940746491474068,0.963009550937465,0.949980046270246,0.967177569451871,0.981308459704417,0.99602569853746,NA,NA
0.203,0.972579508856458,0.987824466709222,0.940368616174346,0.962712190552842,0.949539788225464,0.966787029300444,0.980300673167355,0.994915060764039,NA,NA
0.204,0.971928474892507,0.987222367829727,0.939977709715924,0.962437465351273,0.949097165063815,0.966413874424517,0.979287924836872,0.993820517951826,NA,NA
