"PROVIDER_NUMBER","value_2011","value_2012","value_2013","value_2014","Y12_11","Y13_12","Y14_13","change","change2","min","max","year_change"
60104,1827,1643,1621,1387,0.899288451012589,0.941937817886135,0.912247407673065,0.913847658270849,0.917824558857263,0.913847658270849,0.917824558857263,0.915566030610908
60107,6,2,2,2,0.333333333333333,0.577350269189626,0.693361274350635,0.777777777777778,0.534681625624531,0.534681625624531,0.777777777777778,0.554994588112466
60112,2765,2959,2791,2855,1.07016274864376,1.00469062649797,1.01073427268978,1.01210588666165,1.02852921594384,1.01210588666165,1.02852921594384,1.01976127408689
60113,2489,2416,2602,2787,0.970670952189634,1.02244792480563,1.03841437301314,1.03958562055102,1.01051108333613,1.01051108333613,1.03958562055102,1.02935084935038
60114,1682,1687,1673,1742,1.00297265160523,0.997321025102039,1.01175195691459,1.01197239065714,1.00401521120729,1.00401521120729,1.01197239065714,1.01126431411077
60116,943,1095,1087,1273,1.16118769883351,1.07364059896085,1.1051949800908,1.10833163941141,1.11334109262839,1.10833163941141,1.11334109262839,1.11069084219117
60117,159,235,238,229,1.47798742138365,1.22346039817885,1.12930899155686,1.15097941759335,1.27691893703978,1.15097941759335,1.27691893703978,1.20994174425607
60118,172,179,145,177,1.0406976744186,0.918162978895334,1.00959751549388,1.02381439850427,0.989486056269272,0.989486056269272,1.02381439850427,1.01992197395527
60119,2932,1491,3449,3737,0.508526603001364,1.08458754836491,1.08422573305029,1.30174722549036,0.892446628138857,0.892446628138857,1.30174722549036,1.05551052714165
60124,493,516,590,604,1.04665314401623,1.09396277994021,1.0700317717929,1.07126427009624,1.07021589858312,1.07021589858312,1.07126427009624,1.07078467023638
61300,56,30,27,42,0.535714285714286,0.694365074829414,0.90856029641607,0.997089947089947,0.712879885653256,0.712879885653256,0.997089947089947,0.981684748749834
61301,238,223,217,239,0.936974789915966,0.954863710632231,1.00139860322119,1.00381714959961,0.964412367923128,0.964412367923128,1.00381714959961,0.986148797325808
61302,139,159,146,167,1.14388489208633,1.02487058316171,1.0630831231907,1.06865316741179,1.07727953281291,1.06865316741179,1.07727953281291,1.0696565972902
61303,332,345,294,261,1.03915662650602,0.941032501391264,0.92292726180362,0.926361880530106,0.967705463233636,0.926361880530106,0.967705463233636,0.928079981589234
61304,59,61,55,36,1.03389830508475,0.965506804652618,0.84817115048742,0.863361034630832,0.949192086741594,0.863361034630832,0.949192086741594,0.917460288908913
61305,163,114,113,72,0.699386503067485,0.832617279272014,0.761579006715335,0.775927571611948,0.764527596351611,0.764527596351611,0.775927571611948,0.76928952205527
61306,165,149,100,99,0.903030303030303,0.778498944161523,0.843432665301749,0.854723747542539,0.841653970831192,0.841653970831192,0.854723747542539,0.851339527118397
61307,40,29,32,35,0.725,0.894427190999916,0.956465591386195,0.974066091954023,0.858630927462037,0.858630927462037,0.974066091954023,0.900525510509388
61308,92,72,61,64,0.782608695652174,0.814274817405567,0.886061871966061,0.893003748581083,0.827648461674601,0.827648461674601,0.893003748581083,0.83385846952079
61309,159,138,108,136,0.867924528301887,0.824163383692134,0.949249975675943,0.969930827737774,0.880445962556655,0.880445962556655,0.969930827737774,0.913116814438086
61310,91,86,72,77,0.945054945054945,0.889499179993321,0.945837316220222,0.950569563941657,0.926797147089496,0.926797147089496,0.950569563941657,0.927771165308646
61311,162,138,111,140,0.851851851851852,0.827759134763963,0.952513209145933,0.972486979733357,0.877374731920583,0.877374731920583,0.972486979733357,0.931135035398081
61312,198,217,209,165,1.0959595959596,1.02740233382816,0.941036028881029,0.949522306907706,1.02146598622293,0.949522306907706,1.02146598622293,0.968174150509657
61313,171,138,130,153,0.807017543859649,0.871913939634328,0.963603658350974,0.975323202096657,0.88084504728165,0.88084504728165,0.975323202096657,0.897763426604347
61314,343,358,306,327,1.04373177842566,0.94452542574744,0.984202682074006,0.989035944252668,0.990819962082367,0.989035944252668,0.990819962082367,0.990145264829899
61315,199,197,173,142,0.989949748743719,0.932387652035537,0.893603969546288,0.896310528710373,0.938647123441848,0.896310528710373,0.938647123441848,0.936110099653195
61316,180,164,157,106,0.911111111111111,0.93392838174146,0.83819381793328,0.847862473316877,0.894411103595284,0.847862473316877,0.894411103595284,0.865846701071181
61317,240,222,231,247,0.925,0.981070843517429,1.00962920305912,1.01160153660154,0.971900015525516,0.971900015525516,1.01160153660154,0.973864618889928
61318,41,50,65,60,1.21951219512195,1.25911312186735,1.13533091689268,1.14752970606629,1.20465207796066,1.14752970606629,1.20465207796066,1.20285634549459
61319,108,113,96,40,1.0462962962963,0.942809041582063,0.718144896677295,0.770840161695619,0.902416744851885,0.770840161695619,0.902416744851885,0.870121925465831
61320,206,172,208,173,0.83495145631068,1.0048426433348,0.943466087517433,0.958661517040948,0.927753395720972,0.927753395720972,0.958661517040948,0.94802976204713
61321,332,401,408,382,1.2078313253012,1.10856468582154,1.0478724598711,1.05385406473579,1.12142282366461,1.05385406473579,1.12142282366461,1.07896563304185
61322,514,508,450,427,0.988326848249027,0.935674292327708,0.940058582289414,0.941014169597153,0.954686574288716,0.941014169597153,0.954686574288716,0.947320112988724
61323,351,330,287,257,0.94017094017094,0.904247652838434,0.901312378445669,0.901779431047724,0.915243657151681,0.901779431047724,0.915243657151681,0.909524855537626
61324,174,189,210,200,1.08620689655172,1.0985884360051,1.04751499642847,1.04989965334793,1.07743677632843,1.04989965334793,1.07743677632843,1.06538002318403
61325,79,88,83,81,1.11392405063291,1.02500385920854,1.00836858990837,1.01100316109085,1.04909883324994,1.01100316109085,1.04909883324994,1.01442950805845
61326,247,201,183,184,0.813765182186235,0.86075007305205,0.906512137313307,0.909892474751527,0.860342464183864,0.860342464183864,0.909892474751527,0.900772712597535
61327,583,553,631,503,0.948542024013722,1.04035222957326,0.951991659349246,0.962246077903287,0.980295304312075,0.962246077903287,0.980295304312075,0.974261145114768
61328,112,105,123,230,0.9375,1.04795719650866,1.27107137331686,1.32628242353852,1.08550952327517,1.08550952327517,1.32628242353852,1.11026687996137
61991,25,21,17,12,0.84,0.824621125123532,0.782973528233773,0.785135387488329,0.815864884452435,0.785135387488329,0.815864884452435,0.801479983191367
62011,64,63,63,50,0.984375,0.992156741649222,0.921007874660097,0.926008597883598,0.965846538769773,0.926008597883598,0.965846538769773,0.9462976971059
62013,128,166,128,35,1.296875,1,0.649061762731388,0.780465612449799,0.981978920910463,0.780465612449799,0.981978920910463,0.972345003930136
62014,207,202,214,229,0.975845410628019,1.01676763575596,1.03424090939985,1.03511493638867,1.00895131859461,1.00895131859461,1.03511493638867,1.0322171791729
62015,343,278,288,272,0.810495626822157,0.916324257985455,0.925603371793567,0.930303764762728,0.884141085533726,0.884141085533726,0.930303764762728,0.88997019410103
62016,216,225,215,186,1.04166666666667,0.997682499781554,0.95137791223081,0.954112833763996,0.996909026226344,0.954112833763996,0.996909026226344,0.957329952173708
62017,121,107,105,132,0.884297520661157,0.9315409787236,1.02942849840018,1.04091626300632,0.948422332594979,0.948422332594979,1.04091626300632,1.02413969145007
63027,247,291,173,329,1.17813765182186,0.836901940671424,1.10027095409777,1.22479115802705,1.03843684886369,1.03843684886369,1.22479115802705,1.18420865468513
63030,532,680,741,754,1.2781954887218,1.18019368870416,1.12327623634193,1.12848174357462,1.19388847125597,1.12848174357462,1.19388847125597,1.1865086257707
63033,546,555,633,625,1.01648351648352,1.07672682670242,1.04607412116212,1.04812860879212,1.04642815478268,1.04642815478268,1.04812860879212,1.04801147487064
63301,39,40,41,47,1.02564102564103,1.02532046272473,1.06417017658183,1.06566082968522,1.03837722164919,1.03837722164919,1.06566082968522,1.05117379672339
64007,244,293,362,347,1.20081967213115,1.21803389007739,1.12455288175623,1.13162602952961,1.18113548132159,1.13162602952961,1.18113548132159,1.16435510138132
64009,238,311,341,301,1.30672268907563,1.19698500794442,1.08142526799205,1.09529455293258,1.1950443216707,1.09529455293258,1.1950443216707,1.12957898357303
64023,174,155,156,196,0.890804597701149,0.946864152947999,1.04048448260555,1.05122215567154,0.959384411084899,0.959384411084899,1.05122215567154,1.01343346863568
64024,298,305,283,246,1.02348993288591,0.974507275257708,0.938079433001372,0.940205578624986,0.978692213714995,0.940205578624986,0.978692213714995,0.974313836527302
64025,3,6,17,19,2,2.38047614284762,1.85016636763718,1.98366013071895,2.07688083682827,1.98366013071895,2.07688083682827,1.98379052180327
64026,336,471,681,786,1.40178571428571,1.42365224485677,1.32747929561484,1.33394353630787,1.38430575158577,1.33394353630787,1.38430575158577,1.38059307325494
70002,10419,10088,10414,9469,0.968231116229964,0.999760024953949,0.968633220195191,0.969934502828275,0.978874787126368,0.969934502828275,0.978874787126368,0.970889438072444
70003,1761,1602,1409,1440,0.909710391822828,0.894490677332182,0.935120788967843,0.937079134759328,0.913107286040951,0.913107286040951,0.937079134759328,0.926196047258802
70004,1207,1165,1238,1033,0.965202982601491,1.01276034324106,0.949433060777639,0.954091422021455,0.975798795540064,0.954091422021455,0.975798795540064,0.969310499378976
70005,4650,4365,3937,4083,0.938709677419355,0.920144916122817,0.957580901481946,0.959247019906793,0.938811831674706,0.938811831674706,0.959247019906793,0.956077480521086
70006,3862,3650,3697,3862,0.945106162610047,0.978404835835413,1,1.00087121888457,0.974503666148486,0.974503666148486,1.00087121888457,0.997842913629879
70007,6345,6183,6033,5418,0.974468085106383,0.975103801227258,0.948715052904029,0.94942289450445,0.966095646412557,0.94942289450445,0.966095646412557,0.963895477677553
70008,1210,1166,1147,1085,0.963636363636364,0.973618962581112,0.964305823033508,0.964429094617774,0.967187049750328,0.964429094617774,0.967187049750328,0.966381386209419
70010,4228,4462,4398,4430,1.05534531693472,1.01990594479816,1.01567847624466,1.01609266923462,1.03030991265918,1.01609266923462,1.03030991265918,1.01974155889932
70011,3013,2911,2906,2632,0.966146697643545,0.982083103427524,0.955936221347028,0.956713798057604,0.968055340806032,0.956713798057604,0.968055340806032,0.95869270490538
70012,1308,1289,1333,1112,0.985474006116208,1.00951134210919,0.947325034657996,0.951272515539105,0.980770127627797,0.951272515539105,0.980770127627797,0.966662169248986
70015,1117,1008,949,919,0.902417188898836,0.921735935712353,0.937031331779171,0.937424406491348,0.920394818796787,0.920394818796787,0.937424406491348,0.934559224480957
70016,4661,4173,4045,3737,0.895301437459773,0.931579046252348,0.928997756039639,0.929494891364866,0.918626079917253,0.918626079917253,0.929494891364866,0.928251691831505
70017,3750,3883,3727,3311,1.03546666666667,0.996928616635447,0.959347550500169,0.961224540358631,0.997247611267428,0.961224540358631,0.997247611267428,0.993745671344035
70018,4729,4262,4235,3808,0.901247621061535,0.946328784696965,0.930341816650361,0.931362040271756,0.925972740802954,0.925972740802954,0.931362040271756,0.92770131170062
70019,1542,1411,1443,1313,0.915045395590143,0.967366355301677,0.947821998227429,0.949211418866188,0.943411249706416,0.943411249706416,0.949211418866188,0.944064372668336
70020,5703,5642,6138,5696,0.989303875153428,1.03743705563166,0.99959069110151,1.00173517873879,1.00877720729553,1.00173517873879,1.00877720729553,1.00543776899073
70021,2030,1919,1821,1444,0.945320197044335,0.947124244740556,0.892668860134157,0.895740942478567,0.928371100639683,0.895740942478567,0.928371100639683,0.897678288291073
70024,4419,4392,4318,4015,0.993890020366599,0.988506019334349,0.968546589087613,0.968956609566862,0.98364754292952,0.968956609566862,0.98364754292952,0.978707079207992
70025,11947,12358,12917,12870,1.0344019419101,1.03980379448659,1.02511650914677,1.02533239424785,1.03310741518116,1.02533239424785,1.03310741518116,1.03128457344673
70027,2682,2541,2694,2557,0.947427293064877,1.00223463965812,0.98421652259314,0.985595352916945,0.97795948510538,0.97795948510538,0.985595352916945,0.984745138249424
70028,6360,6041,5675,5365,0.949842767295597,0.944613993906652,0.944867411059047,0.944877073646243,0.946441390753766,0.944877073646243,0.946441390753766,0.945784386364295
70029,2441,2556,2471,2367,1.04711183941008,1.00612625701922,0.989790982472822,0.99058950998225,1.01434302630071,0.99058950998225,1.01434302630071,0.994296630501838
70031,2247,2184,2232,2202,0.97196261682243,0.996656627217604,0.993279366850246,0.993499926195133,0.987299536963426,0.987299536963426,0.993499926195133,0.992376793402184
70033,8214,7334,7990,6924,0.892865838811785,0.986270493446397,0.944642440678971,0.949631827270149,0.941259590979051,0.941259590979051,0.949631827270149,0.942192599612239
70034,4964,4879,4261,4577,0.982876712328767,0.926488175011826,0.973306700537629,0.976790802377966,0.960890529292741,0.960890529292741,0.976790802377966,0.967914386222791
70035,7020,6004,5910,4973,0.855270655270655,0.917540376158097,0.891443417319474,0.893689862278203,0.888084816249409,0.888084816249409,0.893689862278203,0.892414929390467
70036,2791,2693,2748,2930,0.9648871372268,0.992266766410104,1.0163327677307,1.01718014746285,0.991162223789201,0.991162223789201,1.01718014746285,1.01498255947567
70038,5,1,8,7,0.2,1.26491106406735,1.1186889420814,3.025,0.861200002049583,0.861200002049583,3.025,2.40644883618393
70039,494,457,426,670,0.925101214574899,0.928627039309998,1.10691927829572,1.14334582319864,0.986882510726872,0.986882510726872,1.14334582319864,0.998270154510941
70040,225,157,132,116,0.697777777777778,0.765941686205071,0.801847581619744,0.805776662591949,0.755189015200864,0.755189015200864,0.805776662591949,0.784372341477494
72003,654,651,671,626,0.995412844036697,1.01291356185612,0.985520195339332,0.986356908928336,0.997948867077383,0.986356908928336,0.997948867077383,0.992922041782497
72004,195,198,199,203,1.01538461538462,1.0102043459186,1.01349235139716,1.01351187431589,1.01302710423346,1.01302710423346,1.01351187431589,1.01343539859682
72006,11,3,2,4,0.272727272727273,0.426401432711221,0.713765855503608,0.97979797979798,0.470964853647367,0.470964853647367,0.97979797979798,0.93102298710293
73025,291,284,338,295,0.975945017182131,1.07773467397658,1.00456106653275,1.0129556424471,1.01941358589715,1.0129556424471,1.01941358589715,1.01411950515867
73300,13,3,26,9,0.230769230769231,1.4142135623731,0.884639619325402,3.08119658119658,0.843207470822576,0.843207470822576,3.08119658119658,2.70059963401148
74003,273,348,289,247,1.27472527472527,1.02888680553696,0.9671891933696,0.986618775039011,1.09026709121061,0.986618775039011,1.09026709121061,1.08276265103466
74008,298,349,314,292,1.17114093959732,1.02649465423244,0.993243036886722,1.00026357079284,1.06362621023883,1.00026357079284,1.06362621023883,1.02389972378676
74011,12,8,6,9,0.666666666666667,0.707106781186548,0.90856029641607,0.972222222222222,0.760777914756428,0.760777914756428,0.972222222222222,0.963687575121639
74012,15,14,10,12,0.933333333333333,0.816496580927726,0.928317766722556,0.949206349206349,0.892715893661205,0.892715893661205,0.949206349206349,0.947888681107402
74014,111,119,127,158,1.07207207207207,1.06964673801407,1.12489340183017,1.12779781700578,1.08887073730544,1.08887073730544,1.12779781700578,1.09286155990431
80004,5326,5725,6064,6216,1.07491550882463,1.0670358605035,1.05285835513012,1.05306514856148,1.06493657481942,1.05306514856148,1.06493657481942,1.06345671165405
80006,2591,2598,2613,2698,1.00270165959089,1.0042364911428,1.01358033842223,1.01366833034722,1.00683949638531,1.00683949638531,1.01366833034722,1.00761687047457
80007,4706,5127,5764,5781,1.08946026349341,1.10671558203339,1.07098572487834,1.0722179338718,1.08905385680172,1.0722179338718,1.08905385680172,1.08275028763733
80009,2012,2229,2276,2158,1.10785288270378,1.06358484553798,1.02362563764139,1.0256977428823,1.06502112196105,1.0256977428823,1.06502112196105,1.03672171954946
83300,18,23,15,43,1.27777777777778,0.912870929175277,1.3367965523528,1.59887278582931,1.17581508643528,1.17581508643528,1.59887278582931,1.42879292451338
84001,7,4,4,1,0.571428571428571,0.755928946018454,0.52275795857471,0.607142857142857,0.616705158673912,0.607142857142857,0.616705158673912,0.608204417268805
84002,665,794,721,681,1.19398496240602,1.04125430434442,1.0079565751349,1.01552230457536,1.08106528062845,1.01552230457536,1.08106528062845,1.06825032914732
84003,355,728,810,822,2.05070422535211,1.51052644493404,1.32296337553734,1.39271880093476,1.62806468194117,1.39271880093476,1.62806468194117,1.586335963804
84004,427,443,497,456,1.03747072599532,1.07885792680478,1.02214456222387,1.02562397290154,1.04615773834132,1.02562397290154,1.04615773834132,1.03832920615384
90001,4505,4230,4263,3970,0.938956714761376,0.972770224148545,0.958734974121414,0.959342397516323,0.956820637677112,0.956820637677112,0.959342397516323,0.958768101062958
90004,4421,4614,4602,4647,1.0436552816105,1.02026514376553,1.01675750291169,1.01694428620414,1.02689264276257,1.01694428620414,1.02689264276257,1.02597764914455
90005,1781,3186,3212,3470,1.78888265019652,1.34293752287383,1.24897914030084,1.29245571302524,1.4602664377904,1.29245571302524,1.4602664377904,1.30614045781413
90008,1312,1336,1413,1682,1.01829268292683,1.03777729177173,1.08633570062532,1.08876750064334,1.04746855844129,1.04746855844129,1.08876750064334,1.05437892887093
90011,14404,14900,14045,13706,1.03443487920022,0.987459552425134,0.983578903087329,0.984305208470489,1.00182444490423,0.984305208470489,1.00182444490423,0.999093501607025
92002,391,367,364,189,0.938618925831202,0.964855580675213,0.784804857212138,0.816558436046997,0.896093121239518,0.816558436046997,0.896093121239518,0.822385027844134
92003,386,386,319,270,1,0.909079133225662,0.887684874388751,0.890939951597447,0.932254669204804,0.890939951597447,0.932254669204804,0.899155895040173
93025,862,941,955,904,1.09164733178654,1.05256288700034,1.01598443576447,1.01770732667028,1.05339821818378,1.01770732667028,1.05339821818378,1.03509641637985
94001,2,16,49,31,8,4.94974746830583,2.49331547611932,3.8983843537415,5.14768764814172,3.8983843537415,5.14768764814172,4.99698469347518
94004,347,441,506,503,1.27089337175793,1.20756501128683,1.13173870826633,1.13745226941747,1.20339903043703,1.13745226941747,1.20339903043703,1.14946336614259
100001,6287,5445,5422,5805,0.866072848735486,0.928662751553947,0.973762221009366,0.977495643624462,0.9228326070996,0.9228326070996,0.977495643624462,0.946262870109478
100002,6858,6537,6469,6093,0.953193350831146,0.971224960342806,0.961341961326493,0.961555889351369,0.961920090833482,0.961555889351369,0.961920090833482,0.961919026680544
100006,15353,12690,11830,11579,0.826548557285221,0.877800345313219,0.910247024620065,0.912520471811307,0.871531975739502,0.871531975739502,0.912520471811307,0.875899847075925
100007,37276,37672,37418,37263,1.01062345745252,1.00190290029112,0.999883736528041,0.999912885978491,1.00413669809056,0.999912885978491,1.00413669809056,0.999974953266538
100008,7777,7042,6828,6481,0.905490549054905,0.937002407487237,0.941044095641666,0.941427100911173,0.927845684061269,0.927845684061269,0.941427100911173,0.941197333175197
100009,7539,7255,7017,7162,0.962329221382146,0.964759062021027,0.98304528485543,0.983396120251634,0.970044522752868,0.970044522752868,0.983396120251634,0.971997654133531
100012,12826,12438,11815,12645,0.969748947450491,0.959779004138274,0.995273710687289,0.996636730467205,0.974933887425351,0.974933887425351,0.996636730467205,0.980910588970964
100014,359,1498,1503,1526,4.17270194986072,2.04612549137691,1.61989436628068,2.06378082048331,2.61290726917277,2.06378082048331,2.61290726917277,2.10334330736951
100017,6118,6231,5776,5204,1.01847008826414,0.971647764821176,0.947492843558962,0.948805876836672,0.979203565548092,0.948805876836672,0.979203565548092,0.972643065339214
100018,14883,14583,13892,13032,0.979842773634348,0.966133511601164,0.956695056490911,0.956850900134599,0.967557113908807,0.956850900134599,0.967557113908807,0.967290693957261
100019,11146,9266,9882,9966,0.83132962497757,0.941592315326964,0.963386629728898,0.968769843802989,0.912102856677811,0.912102856677811,0.968769843802989,0.928712411550341
100022,7689,7354,6918,6853,0.956431265444141,0.948539341598176,0.96235865602966,0.962582674570614,0.955776421023992,0.955776421023992,0.962582674570614,0.956380508995206
100023,5589,5643,5381,5767,1.00966183574879,0.981215593067459,1.01050534244715,1.01165550329537,1.00046092375447,1.00046092375447,1.01165550329537,1.00571614669709
100025,7310,7064,6328,6829,0.966347469220246,0.9304103797208,0.977567103632983,0.980443047668342,0.958108317524676,0.958108317524676,0.980443047668342,0.977383127925443
100026,7963,3763,7311,6995,0.472560592741429,0.958186469881343,0.957716569057502,1.12406759564958,0.796154543893424,0.796154543893424,1.12406759564958,0.988910332080942
100028,3165,2980,2875,2652,0.941548183254344,0.95308594985138,0.942757367701269,0.94291602217806,0.945797166935665,0.94291602217806,0.945797166935665,0.944915084269549
100029,6629,5881,5833,5961,0.887162467943883,0.93804134066463,0.965214196482309,0.966981567268061,0.930139335030274,0.930139335030274,0.966981567268061,0.936912364677689
100030,3252,1464,2945,2833,0.450184501845018,0.95162837072334,0.955062982629113,1.14125532114377,0.785625285065824,0.785625285065824,1.14125532114377,1.06163398230562
100032,3909,3436,770,1564,0.878997185981069,0.443825782427178,0.736869124276449,1.04475460175854,0.686564030894898,0.686564030894898,1.04475460175854,1.0058409234219
100034,6202,5858,5963,5769,0.944534021283457,0.980542729235611,0.976164311165586,0.976641422693593,0.967080353894885,0.967080353894885,0.976641422693593,0.975139010978999
100035,5328,5296,5047,4807,0.993993993993994,0.973272705750942,0.966280692747252,0.966474791965519,0.977849130830729,0.966474791965519,0.977849130830729,0.977790269018405
100038,6207,5331,4956,5269,0.858869018849686,0.893562174171826,0.946852109462733,0.950560504816561,0.899761100828082,0.899761100828082,0.950560504816561,0.911573282478451
100039,3335,3382,3282,3745,1.01409295352324,0.992022149967926,1.03940625957148,1.04186572250063,1.01517378768755,1.01517378768755,1.04186572250063,1.03405753392394
100040,11671,10786,9937,9324,0.924171022191757,0.922727810880503,0.927893356449169,0.927923079032696,0.924930729840476,0.924930729840476,0.927923079032696,0.926272881470952
100043,2454,2010,1899,1908,0.819070904645477,0.879680982406035,0.919534307660291,0.922862120180451,0.872762064903934,0.872762064903934,0.922862120180451,0.893848586344426
100044,7968,7725,8086,9618,0.969503012048193,1.00737740541854,1.06474387171046,1.06856589116103,1.01387476305906,1.01387476305906,1.06856589116103,1.02669018185366
100045,2732,2813,2805,2887,1.0296486090776,1.01327210135823,1.01856487675387,1.01867939393625,1.0204951957299,1.01867939393625,1.0204951957299,1.02041274179979
100046,3793,3637,3150,2995,0.958871605589243,0.911305214970586,0.924282353123179,0.925254563052386,0.931486391227669,0.925254563052386,0.931486391227669,0.927847837846412
100047,4690,3329,2428,2236,0.709808102345416,0.719511798475181,0.781207346640765,0.786692941653423,0.736842415820454,0.736842415820454,0.786692941653423,0.750051364150732
100048,510,316,271,271,0.619607843137255,0.728953049941907,0.809965221805878,0.825734259948705,0.71950870496168,0.71950870496168,0.825734259948705,0.810817225267368
100049,2508,2250,2110,1675,0.897129186602871,0.917228333073082,0.874102628916065,0.876248608979963,0.896153382864006,0.876248608979963,0.896153382864006,0.890549567573328
100050,3050,2634,2106,2134,0.863606557377049,0.830958364347269,0.88776535339529,0.892148774380042,0.860776758373203,0.860776758373203,0.892148774380042,0.868812444548424
100051,2614,2392,2672,3075,0.915072685539403,1.01103324242653,1.05563353663344,1.06098429834004,0.99391315486646,0.99391315486646,1.06098429834004,0.998868451559881
100052,6004,6599,7429,5413,1.09910059960027,1.11235865266195,0.966048909287614,0.984502757646772,1.05916938718328,0.984502757646772,1.05916938718328,1.0509628074067
100053,2703,2706,2744,2711,1.00110987791343,1.00755562202964,1.0009855864455,1.00104216884926,1.00321702879619,1.00104216884926,1.00321702879619,1.00105760843886
100054,1050,1015,1110,1240,0.966666666666667,1.02817452659695,1.05700602307911,1.05912661429903,1.01728240544758,1.01728240544758,1.05912661429903,1.02646973336336
100055,1748,1573,1492,1649,0.899885583524027,0.923876025641508,0.98075321948766,0.98453983499223,0.934838276217732,0.934838276217732,0.98453983499223,0.951892836139012
100057,6838,6779,6383,7063,0.991371746124598,0.966157376438035,1.0108499716878,1.0131630096059,0.989459698083479,0.989459698083479,1.0131630096059,1.00669838721257
100062,10194,9642,9674,4677,0.945850500294291,0.97416097321054,0.77127202672955,0.810876712214173,0.897094500078127,0.810876712214173,0.897094500078127,0.874842721445576
100063,2605,3054,2701,3141,1.17236084452975,1.01825940078826,1.06435556754481,1.07322578553912,1.08499193762094,1.07322578553912,1.08499193762094,1.08443400114889
100067,4744,5153,6575,6825,1.08621416526138,1.17726853952922,1.1288926838183,1.13339757762645,1.13079179620297,1.13079179620297,1.13339757762645,1.13097163840332
100068,5008,5088,5136,5125,1.01597444089457,1.01269892141313,1.00772766924014,1.00775555287014,1.01213367718261,1.00775555287014,1.01213367718261,1.00776094717525
100069,1257,1203,1129,1165,0.957040572792363,0.947718442692203,0.974982639097354,0.975804771222996,0.95991388486064,0.95991388486064,0.975804771222996,0.971426456902674
100070,7081,6826,6138,6250,0.963988137268747,0.931035294384653,0.959242637031145,0.960481343459168,0.951422022894848,0.951422022894848,0.960481343459168,0.951583792585623
100071,3704,3791,3171,2758,1.02348812095032,0.925257538136842,0.906374672635028,0.909900018873323,0.951706777240731,0.909900018873323,0.951706777240731,0.927160901473425
100072,3251,2982,3144,3254,0.917256228852661,0.98340584202984,1.00030750309441,1.00218982064692,0.966989857992304,0.966989857992304,1.00218982064692,0.975643666007241
100073,7070,6864,3299,6592,0.970862800565771,0.683095541703184,0.976935583145658,1.14988920357998,0.876964641804871,0.876964641804871,1.14988920357998,1.07155721760289
100075,10101,8929,9441,9792,0.883971883971884,0.966778120697782,0.989697206793887,0.992830465535433,0.946815737154518,0.946815737154518,0.992830465535433,0.973949499879406
100076,1802,1505,1350,341,0.835183129855716,0.865544679126923,0.57411628257587,0.661595229741906,0.758281363852836,0.661595229741906,0.758281363852836,0.697800710733492
100077,3692,4414,4616,4908,1.1955579631636,1.11815511263181,1.09954823875098,1.10152655841206,1.13775377151546,1.10152655841206,1.13775377151546,1.11566215670994
100079,352,362,340,257,1.02840909090909,0.982806741383621,0.90045805340438,0.907839321062428,0.97055796189903,0.907839321062428,0.97055796189903,0.915646662430023
100080,9023,8678,8623,9216,0.961764379917987,0.97758316591568,1.00707968697278,1.00806536126853,0.982142410935481,0.982142410935481,1.00806536126853,0.997106639622213
100081,592,513,536,537,0.866554054054054,0.951527932015348,0.96801969407694,0.971084677896016,0.928700560048781,0.928700560048781,0.971084677896016,0.968395651329265
100084,8007,8081,7118,7397,1.00924191332584,0.94285319608585,0.973931913135281,0.976423299019978,0.97534234084899,0.97534234084899,0.976423299019978,0.975589469357497
100086,2900,2877,3118,3358,0.992068965517241,1.03690520964701,1.05009251927998,1.05093639914296,1.02635556481474,1.02635556481474,1.05093639914296,1.04665679673629
100087,10617,10131,11127,11651,0.95422435716304,1.02373637642176,1.03146333516543,1.03320970866808,1.00314135625008,1.00314135625008,1.03320970866808,1.00487264220705
100088,9387,9196,9585,10898,0.979652711196335,1.01049146505984,1.05100954912165,1.05297952794248,1.01371790845927,1.01371790845927,1.05297952794248,1.01883091312078
100090,6587,6311,6044,6114,0.958099286473357,0.957896080251774,0.975467019086912,0.975791312517735,0.963820795270681,0.963820795270681,0.975791312517735,0.971443685676465
100092,4905,4492,4345,4470,0.915800203873598,0.941185839732703,0.969518656108496,0.970614686453655,0.942168233238266,0.942168233238266,0.970614686453655,0.953484602800689
100093,4923,5241,5685,5626,1.06459475929311,1.07460861177213,1.04549821903825,1.04631107606834,1.06156719670116,1.04631107606834,1.06156719670116,1.05339123920937
100099,2434,2133,1912,1709,0.876335250616269,0.886305934037419,0.888806379099963,0.888851254482046,0.883815854584551,0.883815854584551,0.888851254482046,0.886876731277511
100102,1371,1434,1331,1225,1.04595185995624,0.985304123558205,0.963162454136035,0.964828477959321,0.998139479216825,0.964828477959321,0.998139479216825,0.993567404506216
100105,6984,6969,6927,6397,0.997852233676976,0.995910883549582,0.971159821627149,0.971771115136167,0.988307646284569,0.971771115136167,0.988307646284569,0.973425329205216
100106,401,438,515,491,1.09226932668329,1.13326487495553,1.0698240904352,1.07382215723124,1.09845276402468,1.07382215723124,1.09845276402468,1.09243993815118
100107,1592,1322,1183,1124,0.830402010050251,0.862026944046012,0.890446332015359,0.891795028232335,0.860958428703874,0.860958428703874,0.891795028232335,0.863807279800403
100109,5545,5436,5427,5225,0.98034265103697,0.989302566042178,0.980381065074863,0.980488573665002,0.983342094051337,0.980488573665002,0.983342094051337,0.980848920323878
